"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"France","Kosovo","Pre-independence","1974","1975","In Force","0.15","0.13","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"France","Indonesia","Original","1979","1981","In Force","0.55","0.44","0.97","0.25","0.59","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","25","15","15","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"France","Moldova","Pre-independence","1985","1988","In Force","0.17","0.25","0.13","0.14","0.13","24","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","15","","15","10","0","0","0","0","0","YES","NO","NO","","NO","NO","NO","NA"
"France","Turkmenistan","Pre-independence","1985","1988","In Force","0.15","0.31","0.13","0","0.07","24","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","15","","15","10","10","0","0","0","0","","","NO","NO","NO","NO","NO","NA"
"France","Trinidad and Tobago","Original","1987","1990","In Force","0.33","0.49","0.34","0.17","0.33","6","NO","NO","YES","YES","YES","NO","YES","NO","NO","NO","10","10","15","10","10","10","0","10","10","","","YES","NO","NO","NO","NO","NA"
"France","Venezuela","Original","1992","1994","In Force","0.17","0.16","0.06","0.29","0.13","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","5","5","5","5","5","5","0","YES","NO","YES","","NO","NO","NO","NA"
"France","Gabon","Original","1995","2009","In Force","0.27","0.33","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","0","10","0","10","0","YES","YES","YES","NO","NO","NO","YES","NA"
"France","Uzbekistan","Original","1996","2004","In Force","0.19","0.13","0.06","0.38","0.18","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","10","5","0","0","0","0","0","YES","NO","YES","NO","NO","NO","YES","NA"
"France","Namibia","Original","1996","2000","In Force","0.22","0.31","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","0","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"France","North Macedonia","Original","1999","2005","In Force","0.14","0.09","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","15","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"France","Libya","Original","2005","2009","In Force","0.22","0.18","0.11","0.38","0.24","3","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","10","0","10","0","YES","YES","YES","NO","NO","NO","NO","NA"
"France","Mauritania","Amended by protocol","1994","1994","In Force","0.43","0.5","0.63","0.17","0.4","0","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","0","0","0","0","","","YES","NO","NO","NO","YES","NA"
"France","Morocco","Amended by protocol","1989","1990","In Force","0.3","0.48","0.29","0.14","0.2","","NO","NO","YES","YES","YES","YES","NO","NO","","NO","15","","15","15","15","10","5","10","0","NO","NO","YES","NO","NO","NO","YES","NA"
"France","Syria","Amended by protocol","2004","2010","In Force","0.23","0.34","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","15","10","0","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"France","Philippines","Amended by protocol","2011","2012","In Force","0.71","0.66","0.72","0.75","0.71","6","YES","6","YES","YES","YES","YES","YES","YES","YES","YES","15","10","25","15","15","25","25","25","0","YES","NO","YES","NO","YES","NO","NO","NA"
"France","Niger","Amended by protocol","1973","1974","In Force","0.43","0.5","0.63","0.17","0.4","0","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","0","0","0","0","","","YES","NO","NO","NO","YES","NA"
"France","Vietnam","Amended by MLI","2022","2024","In Force","0.28","0.38","0.22","0.25","0.24","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","10","25","15","","","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"France","Thailand","Amended by MLI","2022","2023","In Force","0.47","0.55","0.36","0.5","0.41","3","NO","NO","YES","YES","YES","NO","YES","NO","NO","YES","15","25","NO LIMIT","NO LIMIT","10","15","5","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"France","South Africa","Amended by MLI","2017","2023","In Force","0.15","0.13","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"France","Georgia","Amended by MLI","2017","2020","In Force","0.15","0.09","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"France","India","Amended by MLI","2017","2020","In Force","0.6","0.59","0.59","0.63","0.65","6","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","15","","15","15","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","PPT"
"France","Jordan","Amended by MLI","2019","2021","In Force","0.29","0.36","0.22","0.29","0.25","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","","5","10","15","15","0","15","5","15","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"France","Mauritius","Amended by MLI","2017","2021","In Force","0.41","0.5","0.34","0.38","0.35","6","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","NO LIMIT","NO LIMIT","15","0","15","0","YES","YES","YES","NO","NO","YES","NO","PPT"
"France","Mexico","Amended by MLI","2017","2024","In Force","0.45","0.31","0.47","0.57","0.5","6","YES","NO","YES","YES","NO","YES","YES","YES","YES","NO","0","","0","15","15","15","0","15","0","YES","NO","YES","NO","","NO","NO","PPT"
"France","Pakistan","Amended by MLI","2017","2022","In Force","0.63","0.53","0.59","0.75","0.71","6","NO","NO","NO","NO","YES","NO","YES","NO","YES","NO","10","10","15","10","10","10","10","10","10","YES","YES","YES","YES","YES","NO","NO","PPT"
"France","Senegal","Amended by MLI","2017","2023","In Force","0.5","0.5","0.75","0.25","0.47","0","NO","NO","NO","NO","YES","YES","YES","NO","NO","NO","15","","15","15","15","15","0","15","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"France","Tunisia","Amended by MLI","2018","2024","In Force","0.44","0.57","0.47","0.29","0.38","6","YES","NO","YES","YES","NO","YES","YES","NO","NO","NO","NO LIMIT","","NO LIMIT","12","12","15","5","20","0","YES","","YES","NO","NO","NO","NO","PPT"
"France","Ukraine","Amended by MLI","2018","2020","In Force","0.27","0.24","0.19","0.38","0.24","12","NO","NO","YES","YES","NO","NO","YES","NO","YES","NO","5","20","15","10","2","0","10","0","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"Gabon","Morocco","Original","1999","2009","In Force","0.39","0.44","0.34","0.38","0.35","6","NO","NO","YES","YES","NO","YES","YES","NO","YES","NO","15","","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Gabon","South Korea","Original","2010","2016","In Force","0.27","0.38","0.31","0.13","0.18","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Gabon","Saudi Arabia","Original","2015","2022","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gambia","Norway","Original","1994","1998","In Force","0.56","0.57","0.72","0.38","0.59","6","YES","NO","NO","NO","NO","YES","YES","NO","YES","NO","5","25","15","15","15","12.5","12.5","0","12.5","NO","YES","YES","NO","NO","NO","NO","NA"
"Gambia","Sweden","Original","1993","1995","In Force","0.42","0.42","0.59","0.25","0.41","6","YES","NO","NO","NO","NO","NO","YES","NO","YES","NO","5","15","15","15","15","12.5","12.5","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Gambia","Taiwan","Original","1998","1999","In Force","0.23","0.38","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Gambia","United Kingdom","Original","1980","1980","In Force","0.35","0.53","0.34","0.17","0.33","6","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","0","","0","15","15","12.5","12.5","12.5","15","NO","NO","NO","","","NO","NO","NA"
"Gambia","Turkey","Original","2014","2019","In Force","0.17","0.33","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","10","10","0","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Gambia","Switzerland","Pre-independence","1963","1961","In Force","0.16","0","0.31","0.17","0.2","12","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0","","0","0","0","","","","0","NO","NO","YES","","","NO","NO","NA"
"Georgia","Hong Kong","Original","2020","2022","In Force","0.13","0.17","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","5","5","5","5","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Georgia","Japan","Original","2021","2022","In Force","0.24","0.13","0.47","0.13","0.29","6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","","5","5","5","0","0","0","0","YES","NO","NO","NO","NO","NO","YES","LOB-PPT"
"Georgia","United States","Pre-independence","1973","1976","In Force","0.1","0.17","0.14","0","0.08","","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","","","","0","NO LIMIT","0","0","0","0","","","NO","","","NO","NO","NA"
"Georgia","Malaysia","Pre-independence","1987","1989","In Force","0.38","0.33","0.69","0.13","0.35","12","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","0","","0","15","15","10","15","10","0","NO","NO","NO","NO","YES","NO","NO","NA"
"Georgia","Uzbekistan","Original","1996","1998","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","Iran","Original","1996","2002","In Force","0.36","0.28","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","YES","NA"
"Georgia","Ukraine","Original","1997","2000","In Force","0.34","0.34","0.31","0.38","0.29","12","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Kazakhstan","Original","1997","2001","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","Turkmenistan","Original","1997","2001","In Force","0.61","0.38","0.97","0.5","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Georgia","Romania","Original","1997","2000","In Force","0.37","0.29","0.45","0.38","0.38","9","YES","9","YES","YES","NO","YES","NO","NO","NO","NO","8","","8","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Georgia","Poland","Original","1999","2007","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Georgia","Italy","Original","2000","2005","In Force","0.1","0.09","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Turkey","Original","2007","2011","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Kuwait","Original","2009","2014","In Force","0.29","0.16","0.47","0.25","0.35","6","YES","NO","YES","YES","YES","NO","YES","NO","YES","NO","0","","5","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Malta","Original","2009","2010","In Force","0.11","0","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Spain","Original","2010","2012","In Force","0.18","0.06","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","10","0","0","0","0","0","0","YES","YES","YES","NO","NO","NO","NO","PARTIAL"
"Georgia","Switzerland","Original","2010","2012","In Force","0.09","0.06","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","United Arab Emirates","Original","2010","2012","In Force","0.2","0","0.34","0.25","0.29","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Georgia","Qatar","Original","2010","2012","In Force","0.24","0","0.59","0.13","0.35","6","YES","6","YES","YES","NO","YES","YES","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Sweden","Original","2013","2015","In Force","0.13","0.06","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","10","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Georgia","Moldova","Original","2017","2019","In Force","0.18","0.19","0.22","0.13","0.18","6","NO","3","YES","YES","NO","NO","NO","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Georgia","Saudi Arabia","Original","2018","2020","In Force","0.43","0.31","0.47","0.5","0.53","6","YES","6","YES","YES","YES","NO","NO","YES","YES","NO","5","","5","5","5","8","8","5","8","NO","YES","YES","NO","NO","NO","NO","PPT"
"Georgia","Germany","Amended by protocol","2014","2015","In Force","0.14","0.06","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","YES","NA"
"Georgia","Luxembourg","Amended by MLI","2017","2020","In Force","0.09","0.06","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","Greece","Amended by MLI","2017","2022","In Force","0.2","0.26","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","8","","8","8","8","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Georgia","Hungary","Amended by MLI","2017","2022","In Force","0.11","0.03","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","25","5","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","Iceland","Amended by MLI","2017","2020","In Force","0.1","0.22","0.09","0","0.06","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","5","5","5","0","NO","NO","NO","NO","NO","NO","YES","PPT"
"Georgia","Ireland","Amended by MLI","2017","2020","In Force","0.14","0.06","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","0","0","0","0","0","0","YES","YES","NO","NO","NO","NO","NO","PPT"
"Georgia","Norway","Amended by MLI","2017","2020","In Force","0.1","0.09","0.22","0","0.12","6","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","YES","PPT"
"Georgia","Netherlands","Amended by MLI","2017","2020","In Force","0.1","0.09","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","YES","YES","PPT"
"Georgia","Portugal","Amended by MLI","2017","2021","In Force","0.2","0.28","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"Georgia","Liechtenstein","Amended by MLI","2017","2021","In Force","0.07","0","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","YES","NO","NO","NO","NO","YES","NO","PPT"
"Georgia","India","Amended by MLI","2017","2020","In Force","0.66","0.5","0.98","0.5","0.76","3","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"Georgia","South Korea","Amended by MLI","2017","2021","In Force","0.18","0.34","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","YES","PPT"
"Georgia","Latvia","Amended by MLI","2017","2021","In Force","0.16","0.16","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","Lithuania","Amended by MLI","2017","2020","In Force","0.23","0.38","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","San Marino","Amended by MLI","2017","2021","In Force","0.03","0","0.09","0","0.06","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","NO","NO","NO","NO","NO","PPT"
"Georgia","Serbia","Amended by MLI","2017","2020","In Force","0.22","0.34","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Georgia","Singapore","Amended by MLI","2017","2020","In Force","0.15","0","0.2","0.25","0.21","9","NO","6","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","0","0","0","0","0","0","NO","NO","YES","NO","YES","NO","NO","PPT"
"Georgia","Slovenia","Amended by MLI","2017","2020","In Force","0.18","0.19","0.22","0.13","0.18","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Georgia","Slovakia","Amended by MLI","2017","2020","In Force","0.2","0.13","0.09","0.38","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","5","5","5","5","5","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Georgia","Israel","Amended by MLI","2017","2020","In Force","0.1","0.09","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","5","5","5","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Georgia","United Kingdom","Amended by MLI","2017","2020","In Force","0.06","0","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","0","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Germany","Ghana","Original","2004","2008","In Force","0.27","0.35","0.08","0.38","0.26","9","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","10","15","10","0","8","8","0","8","YES","NO","YES","NO","NO","NO","NO","PARTIAL"
"Germany","Kenya","Original","1977","1980","In Force","0.53","0.75","0.47","0.38","0.47","6","YES","NO","YES","YES","YES","YES","NO","YES","NO","NO","15","","15","15","15","15","15","15","15","NO","YES","YES","NO","NO","NO","NO","NA"
"Germany","Liberia","Original","1970","1970","In Force","0.38","0.51","0.34","0.29","0.31","6","NO","6","YES","YES","YES","NO","NO","NO","NO","NO","10","25","15","20","10","10","20","10","0","NO","YES","YES","NO","","NO","NO","NA"
"Germany","Mongolia","Original","1994","1997","In Force","0.19","0.34","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","Pakistan","Original","1994","1995","In Force","0.69","0.59","0.72","0.75","0.76","6","NO","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","20","15","20","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","NA"
"Germany","Philippines","Original","2013","2016","In Force","0.39","0.33","0.34","0.5","0.41","6","YES","6","YES","YES","NO","NO","NO","NO","YES","YES","5","70","15","10","10","10","10","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Germany","Sri Lanka","Original","1979","1983","In Force","0.3","0.38","0.09","0.43","0.25","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","YES","15","","15","10","0","10","10","10","0","NO","YES","YES","NO","","NO","NO","NA"
"Germany","Vietnam","Original","1995","1997","In Force","0.27","0.47","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","70","15","10","10","10","10","10","7.5","YES","NO","YES","NO","NO","NO","NO","NA"
"Germany","Zambia","Original","1973","1971","In Force","0.23","0.38","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","Zimbabwe","Original","1988","1987","In Force","0.28","0.5","0.09","0.25","0.24","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","20","10","10","7.5","7.5","7.5","7.5","NO","YES","YES","NO","NO","NO","NO","NA"
"Germany","Thailand","Original","1967","1967","In Force","0.35","0.55","0.36","0.14","0.25","3","NO","NO","YES","YES","YES","NO","YES","NO","NO","YES","15","25","NO LIMIT","25","10","15","5","15","0","NO","NO","NO","NO","","NO","NO","NA"
"Germany","Iran","Original","1968","1970","In Force","0.25","0.53","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","25","20","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","Morocco","Original","1972","1974","In Force","0.2","0.38","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","South Africa","Original","1973","1965","In Force","0.16","0.27","0.06","0.14","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","7.5","25","15","10","10","0","0","0","0","NO","NO","YES","","NO","NO","NO","NA"
"Germany","Trinidad and Tobago","Original","1973","1972","In Force","0.31","0.43","0.22","0.29","0.25","6","NO","NO","YES","YES","YES","NO","NO","YES","NO","NO","10","25","20","15","10","10","0","10","0","NO","NO","YES","NO","","NO","NO","NA"
"Germany","Moldova","Pre-independence","1981","1980","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","5","5","0","0","0","0","NO","YES","NO","NO","NO","NO","NO","NA"
"Germany","Kosovo","Pre-independence","1987","1989","In Force","0.12","0.17","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","","","","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","Indonesia","Original","1990","1992","In Force","0.46","0.54","0.72","0.13","0.47","6","NO","NO","NO","NO","YES","YES","YES","NO","NO","NO","10","25","15","10","10","15","15","10","7.5","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","Namibia","Original","1993","1993","In Force","0.21","0.28","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","10","10","15","0","0","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","Venezuela","Original","1995","1997","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","15","15","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Germany","India","Original","1995","1997","In Force","0.41","0.5","0.34","0.38","0.41","6","YES","NO","YES","YES","YES","NO","NO","NO","YES","NO","10","","10","10","10","10","10","10","10","NO","YES","YES","NO","NO","NO","NO","NA"
"Germany","Ukraine","Original","1995","1997","In Force","0.2","0.16","0.19","0.25","0.18","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","5","20","10","5","2","0","5","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Germany","Tajikistan","Original","2003","2005","In Force","0.13","0.19","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","0","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Germany","Kyrgyzstan","Original","2005","2007","In Force","0.25","0.31","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","5","5","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Germany","Mexico","Original","2008","2010","In Force","0.35","0.34","0.22","0.5","0.35","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","5","10","15","10","5","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Germany","Syria","Original","2010","2011","In Force","0.21","0.31","0.08","0.25","0.15","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","10","0","12","12","12","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Germany","Turkmenistan","Original","2016","2018","In Force","0.44","0.38","0.56","0.38","0.41","12","YES","NO","NO","NO","NO","YES","NO","NO","YES","NO","5","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","YES","NA"
"Germany","Tunisia","Original","2018","2020","In Force","0.31","0.45","0.22","0.25","0.29","6","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","5","10","15","10","2.5","10","10","10","10","YES","NO","YES","NO","NO","NO","YES","NA"
"Germany","Mauritius","Amended by protocol","2021","2023","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","0","0","10","10","10","0","NO","YES","NO","NO","NO","YES","YES","NA"
"Germany","Uzbekistan","Amended by protocol","2014","2016","In Force","0.27","0.23","0.19","0.38","0.24","12","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","5","25","15","5","5","3","5","3","0","YES","NO","YES","NO","NO","NO","YES","NA"
"Germany","North Macedonia","Amended by protocol","2016","2017","In Force","0.19","0.25","0.06","0.25","0.12","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Ghana","Italy","Original","2004","2007","In Force","0.32","0.5","0.22","0.25","0.29","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Ghana","South Africa","Original","2004","2008","In Force","0.34","0.43","0.22","0.38","0.35","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","5","10","10","0","10","YES","NO","YES","NO","YES","NO","YES","NA"
"Ghana","United Kingdom","Original","1993","1995","In Force","0.37","0.53","0.22","0.38","0.35","6","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","7.5","10","15","12.5","12.5","12.5","12.5","0","10","YES","NO","YES","NO","NO","NO","NO","NA"
"Ghana","Morocco","Original","2017","2023","In Force","0.69","0.47","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","10","10","10","10","10","10","10","10","YES","NO","YES","YES","NO","NO","YES","NA"
